0	1.25
1	3.75
2	6.25
3	8.75
4	11.25
5	13.75
6	16.25
7	18.75
8	21.25
9	23.75
10	26.25
11	28.75
12	31.25
13	33.75
14	36.25
15	38.75
16	41.25
17	43.75
18	46.25
19	48.75
20	51.25
21	53.75
22	56.25
23	58.75
24	61.25
25	63.75
26	66.25
27	68.75
28	71.25
29	73.75
30	76.25
31	78.75
32	81.25
33	83.75
34	86.25
35	88.75
36	91.25
37	93.75
38	96.25
39	98.75
40	101.25
41	103.75
42	106.25
43	108.75
44	111.25
45	113.75
46	116.25
47	118.75
48	121.25
49	123.75
50	126.25
51	128.75
52	131.25
53	133.75
54	136.25
55	138.75
56	141.25
57	143.75
58	146.25
59	148.75
60	151.25
61	153.75
62	156.25
63	158.75
64	161.25
65	163.75
66	166.25
67	168.75
68	171.25
69	173.75
70	176.25
71	178.75
72	181.25
73	183.75
74	186.25
75	188.75
76	191.25
77	193.75
78	196.25
79	198.75
80	201.25
81	203.75
82	206.25
83	208.75
84	211.25
85	213.75
86	216.25
87	218.75
88	221.25
89	223.75
90	226.25
91	228.75
92	231.25
93	233.75
94	236.25
95	238.75
96	241.25
97	243.75
98	246.25
99	248.75
100	251.25
101	253.75
102	256.25
103	258.75
104	261.25
105	263.75
106	266.25
107	268.75
108	271.25
109	273.75
110	276.25
111	278.75
112	281.25
113	283.75
114	286.25
115	288.75
116	291.25
117	293.75
118	296.25
119	298.75
120	301.25
121	303.75
122	306.25
123	308.75
124	311.25
125	313.75
126	316.25
127	318.75
128	321.25
129	323.75
130	326.25
131	328.75
132	331.25
133	333.75
134	336.25
135	338.75
136	341.25
137	343.75
138	346.25
139	348.75
140	351.25
141	353.75
142	356.25
143	358.75
